#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Product Type,Vendor,Product
452,CVE-1999-0898,119.0,,DoS Overflow +Priv,1999-11-04,2018-10-12,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
453,CVE-1999-0896,,,Exec Code Overflow,1999-11-04,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Realnetworks,Realserver G2
454,CVE-1999-0895,,,,1999-10-20,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Checkpoint,Firewall-1
455,CVE-1999-0893,,,,1999-10-11,2008-09-09,2.1,None,Local,Low,Not required,None,Partial,None,OS,SCO,Openserver
456,CVE-1999-0892,,,Overflow,1999-12-24,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Netscape,Communicator
457,CVE-1999-0891,94.0,,,1999-09-01,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,IE
458,CVE-1999-0890,,,Exec Code +Info,1999-09-16,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Ihtml Merchant,Ihtml Merchant
459,CVE-1999-0889,,,,1999-07-01,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Hardware,Cisco,675 Router
460,CVE-1999-0888,,,'+Priv,1999-08-16,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Oracle,Database Server
460,CVE-1999-0888,,,'+Priv,1999-08-16,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Oracle,Oracle8i
461,CVE-1999-0887,,,,1999-11-04,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Floosietek,Ftgate
462,CVE-1999-0886,16.0,,,1999-09-17,2018-10-12,9.0,Admin,Remote,Low,Single system,Complete,Complete,Complete,OS,Microsoft,Windows Nt
463,CVE-1999-0885,,,Exec Code,1999-11-03,2008-09-09,3.6,None,Local,Low,Not required,Partial,Partial,None,Application,Computer Software Manufaktur,Alibaba
464,CVE-1999-0884,,,,1999-10-25,2018-05-02,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Zeus Technologies,Zeus Web Server
465,CVE-1999-0883,,,,1999-10-25,2018-05-02,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Zeus Technologies,Zeus Web Server
466,CVE-1999-0882,,,,1999-10-28,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Falcon,Falcon Web Server
467,CVE-1999-0881,,,,1999-10-26,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Blueface,Falcon Web Server
468,CVE-1999-0880,,,DoS,1999-10-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Bsdi,Bsd Os
468,CVE-1999-0880,,,DoS,1999-10-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Caldera,Openlinux
469,CVE-1999-0879,,,Overflow +Priv,1999-10-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Bsdi,Bsd Os
469,CVE-1999-0879,,,Overflow +Priv,1999-10-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Caldera,Openlinux
470,CVE-1999-0878,,,Overflow +Priv,1999-08-22,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Beroftpd,Beroftpd
470,CVE-1999-0878,,,Overflow +Priv,1999-08-22,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Washington University,Wu-ftpd
471,CVE-1999-0877,200.0,,'+Info,1999-10-01,2018-10-12,4.3,None,Remote,Medium,Not required,Partial,None,None,Application,Microsoft,IE
472,CVE-1999-0875,16.0,,,1999-08-11,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 2000
472,CVE-1999-0875,16.0,,,1999-08-11,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 95
472,CVE-1999-0875,16.0,,,1999-08-11,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 98se
472,CVE-1999-0875,16.0,,,1999-08-11,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,SUN,Solaris
472,CVE-1999-0875,16.0,,,1999-08-11,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,SUN,Sunos
473,CVE-1999-0874,119.0,,DoS Overflow,1999-06-16,2018-10-12,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Microsoft,Internet Information Server
473,CVE-1999-0874,119.0,,DoS Overflow,1999-06-16,2018-10-12,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows 2000
473,CVE-1999-0874,119.0,,DoS Overflow,1999-06-16,2018-10-12,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
474,CVE-1999-0873,,,Overflow,1999-10-30,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Sky Communications,Skyfull
475,CVE-1999-0872,,,Overflow,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Caldera,Openlinux
475,CVE-1999-0872,,,Overflow,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Debian,Debian Linux
475,CVE-1999-0872,,,Overflow,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Paul Vixie,Vixie Cron
475,CVE-1999-0872,,,Overflow,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Redhat,Linux
476,CVE-1999-0867,20.0,,DoS,1999-08-11,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Commercial Internet System
476,CVE-1999-0867,20.0,,DoS,1999-08-11,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Internet Information Server
476,CVE-1999-0867,20.0,,DoS,1999-08-11,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Site Server
477,CVE-1999-0866,,,Overflow +Priv,1999-12-03,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SCO,Unixware
478,CVE-1999-0865,,,Overflow,1999-12-03,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Stalker,Communigate Pro
479,CVE-1999-0864,,,,1999-12-03,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SCO,Unixware
480,CVE-1999-0863,,,Overflow,1999-11-08,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Freebsd,Freebsd
481,CVE-1999-0862,,,'+Priv,1999-12-02,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Postgresql,Postgresql
482,CVE-1999-0861,362.0,,'+Info,1999-08-11,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,Commercial Internet System
482,CVE-1999-0861,362.0,,'+Info,1999-08-11,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,Internet Information Server
482,CVE-1999-0861,362.0,,'+Info,1999-08-11,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,Site Server
482,CVE-1999-0861,362.0,,'+Info,1999-08-11,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,Site Server Commerce
483,CVE-1999-0860,,,,1999-12-01,2018-10-30,2.1,None,Local,Low,Not required,Partial,None,None,OS,SUN,Solaris
483,CVE-1999-0860,,,,1999-12-01,2018-10-30,2.1,None,Local,Low,Not required,Partial,None,None,OS,SUN,Sunos
484,CVE-1999-0859,,,,1999-12-01,2018-10-30,2.1,None,Local,Low,Not required,Partial,None,None,OS,SUN,Solaris
484,CVE-1999-0859,,,,1999-12-01,2018-10-30,2.1,None,Local,Low,Not required,Partial,None,None,OS,SUN,Sunos
485,CVE-1999-0858,16.0,,,1999-12-02,2018-10-12,5.0,None,Remote,Low,Not required,None,Partial,None,Application,Microsoft,IE
486,CVE-1999-0857,,,,1999-12-01,2008-09-09,2.1,None,Local,Low,Not required,None,Partial,None,OS,Freebsd,Freebsd
487,CVE-1999-0856,,,,1999-12-01,2008-09-09,5.0,None,Remote,Low,Not required,None,Partial,None,OS,Slackware,Slackware Linux
488,CVE-1999-0855,,,Overflow,1999-12-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Freebsd,Freebsd
489,CVE-1999-0854,,,,1999-11-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Infopop,Ultimate Bulletin Board
490,CVE-1999-0853,,,Overflow +Priv,1999-12-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Netscape,Enterprise Server
490,CVE-1999-0853,,,Overflow +Priv,1999-12-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Netscape,Fasttrack Server
491,CVE-1999-0852,,,,1999-12-02,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,IBM,Websphere Application Server
492,CVE-1999-0851,,,DoS,1999-11-10,2018-10-30,2.1,None,Local,Low,Not required,None,None,Partial,OS,IBM,AIX
492,CVE-1999-0851,,,DoS,1999-11-10,2018-10-30,2.1,None,Local,Low,Not required,None,None,Partial,OS,SCO,Openserver
492,CVE-1999-0851,,,DoS,1999-11-10,2018-10-30,2.1,None,Local,Low,Not required,None,None,Partial,OS,SCO,Unixware
492,CVE-1999-0851,,,DoS,1999-11-10,2018-10-30,2.1,None,Local,Low,Not required,None,None,Partial,OS,SUN,Sunos
493,CVE-1999-0850,,,,1999-12-02,2008-09-09,3.6,None,Local,Low,Not required,Partial,Partial,None,Application,Endymion,Mailman Webmail
494,CVE-1999-0849,,,DoS,1999-11-10,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,ISC,Bind
495,CVE-1999-0848,,,DoS,1999-11-10,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,Application,ISC,Bind
495,CVE-1999-0848,,,DoS,1999-11-10,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,OS,SUN,Solaris
495,CVE-1999-0848,,,DoS,1999-11-10,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,OS,SUN,Sunos
496,CVE-1999-0847,,,Overflow,1999-11-29,2008-09-05,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Freechess.org,Fics Program
497,CVE-1999-0846,,,DoS,1999-12-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Deerfield,Mdaemon
498,CVE-1999-0845,,,Overflow,1999-11-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SCO,Unixware
499,CVE-1999-0844,,,DoS,1999-11-24,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Deerfield,Mdaemon
500,CVE-1999-0843,,,DoS,1999-11-04,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Hardware,Cisco,Router
501,CVE-1999-0842,,,,1999-11-29,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Symantec,Mail-gear
502,CVE-1999-0841,,,Overflow +Priv,1999-11-30,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
503,CVE-1999-0840,,,Overflow +Priv,1999-11-30,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
504,CVE-1999-0839,264.0,,'+Priv,1999-11-29,2018-10-12,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Microsoft,IE
505,CVE-1999-0838,,,DoS Overflow,1999-12-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Deerfield,Serv-u Ftp-server
506,CVE-1999-0837,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,ISC,Bind
506,CVE-1999-0837,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
506,CVE-1999-0837,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
507,CVE-1999-0835,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,IBM,AIX
507,CVE-1999-0835,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SCO,Openserver
507,CVE-1999-0835,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SCO,Unixware
507,CVE-1999-0835,,,DoS,1999-11-10,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
508,CVE-1999-0834,,,Overflow,1999-12-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,RSA,Rsaref
509,CVE-1999-0833,,,Overflow,1999-11-10,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,ISC,Bind
509,CVE-1999-0833,,,Overflow,1999-11-10,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,SUN,Solaris
509,CVE-1999-0833,,,Overflow,1999-11-10,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,SUN,Sunos
510,CVE-1999-0832,,,Exec Code Overflow,1999-11-09,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Debian,Debian Linux
510,CVE-1999-0832,,,Exec Code Overflow,1999-11-09,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Redhat,Linux
511,CVE-1999-0831,,,DoS,1999-11-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Cobalt,Qube
511,CVE-1999-0831,,,DoS,1999-11-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Debian,Debian Linux
511,CVE-1999-0831,,,DoS,1999-11-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,SUN,Cobalt Raq
511,CVE-1999-0831,,,DoS,1999-11-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Hardware,SUN,Cobalt Raq 2
511,CVE-1999-0831,,,DoS,1999-11-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Hardware,SUN,Cobalt Raq 3i
511,CVE-1999-0831,,,DoS,1999-11-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Suse,Suse Linux
512,CVE-1999-0830,,,Overflow,1999-11-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SCO,Unixware
513,CVE-1999-0829,,,,1999-11-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,HP,Secure Web Console
514,CVE-1999-0828,,,,1999-12-02,2008-09-09,3.6,None,Local,Low,Not required,Partial,Partial,None,OS,SCO,Unixware
515,CVE-1999-0827,,,,1999-11-01,2008-09-09,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,IE
515,CVE-1999-0827,,,,1999-11-01,2008-09-09,2.6,None,Remote,High,Not required,Partial,None,None,Application,Netscape,Navigator
516,CVE-1999-0826,,,Overflow +Priv,1999-12-01,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Freebsd,Freebsd
517,CVE-1999-0825,,,,1999-12-03,2008-09-09,3.6,None,Local,Low,Not required,Partial,Partial,None,OS,SCO,Unixware
518,CVE-1999-0824,,,,1999-11-30,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
519,CVE-1999-0823,,,Overflow +Priv,1999-12-01,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Freebsd,Freebsd
520,CVE-1999-0822,,,Overflow,1999-11-30,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Qualcomm,Qpopper
521,CVE-1999-0821,,,'+Priv,1999-11-08,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Freebsd,Freebsd
522,CVE-1999-0820,,,'+Priv,1999-12-01,2008-09-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Freebsd,Freebsd
523,CVE-1999-0819,,,,1999-12-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Microsoft,Windows 2000
523,CVE-1999-0819,,,,1999-12-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Microsoft,Windows Nt
524,CVE-1999-0818,,,Overflow,1999-11-20,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
524,CVE-1999-0818,,,Overflow,1999-11-20,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
525,CVE-1999-0817,,,,1999-09-15,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Application,University Of Kansas,Lynx
526,CVE-1999-0815,,,DoS,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
527,CVE-1999-0814,,,,1999-08-11,2008-09-09,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Redhat,Linux
528,CVE-1999-0813,,,'+Priv,1999-08-10,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Infodrom,Cfingerd
529,CVE-1999-0811,,,Overflow,1999-07-21,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Samba,Samba
530,CVE-1999-0810,,,DoS,1999-07-21,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Application,Samba,Samba
531,CVE-1999-0809,,,,1999-07-09,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Netscape,Communicator
532,CVE-1999-0808,,,DoS Exec Code Overflow,1999-12-31,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,ISC,Dhcp Client
533,CVE-1999-0807,,,,1999-05-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Netscape,Directory Server
534,CVE-1999-0806,,,Overflow,1999-05-10,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
535,CVE-1999-0804,,,DoS,1999-06-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Debian,Debian Linux
535,CVE-1999-0804,,,DoS,1999-06-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Linux,Linux Kernel
535,CVE-1999-0804,,,DoS,1999-06-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Redhat,Linux
535,CVE-1999-0804,,,DoS,1999-06-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Suse,Suse Linux
536,CVE-1999-0803,,,,1999-05-25,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,Application,IBM,Aix Enetwork Firewall
537,CVE-1999-0802,119.0,,Exec Code Overflow,1999-05-27,2018-10-12,7.6,Admin,Remote,High,Not required,Complete,Complete,Complete,Application,Microsoft,IE
538,CVE-1999-0801,,,,1999-04-09,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,BMC,Patrol Agent
539,CVE-1999-0794,59.0,,,1999-10-01,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Excel
539,CVE-1999-0794,59.0,,,1999-10-01,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Office
540,CVE-1999-0793,,,,1999-11-17,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,IE
541,CVE-1999-0791,,,,1999-10-06,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Hardware,Hybrid Network,Cable Modem
541,CVE-1999-0791,,,,1999-10-06,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Hybrid Network,Hsmp
542,CVE-1999-0789,,,Overflow,1999-09-28,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,IBM,AIX
543,CVE-1999-0788,,,DoS,1999-09-26,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Knox Software,Arkeia
544,CVE-1999-0787,,,,1999-09-17,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,Application,SSH,SSH
545,CVE-1999-0786,,,,1999-09-22,2018-10-30,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,SUN,Solaris
545,CVE-1999-0786,,,,1999-09-22,2018-10-30,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,SUN,Sunos
546,CVE-1999-0785,,,'+Priv,1999-05-11,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,ISC,INN
547,CVE-1999-0778,,,Overflow,1999-06-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Xi Graphics,Accelerated-x Server
548,CVE-1999-0777,264.0,,,1999-09-23,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Commercial Internet System
548,CVE-1999-0777,264.0,,,1999-09-23,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Internet Information Server
549,CVE-1999-0776,,,,1999-05-12,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Computer Software Manufaktur,Alibaba
550,CVE-1999-0775,,,,1999-06-10,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Cisco,IOS
551,CVE-1999-0774,,,Overflow,1999-08-31,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Martin Stover,Mars Nwe
552,CVE-1999-0773,,,Overflow,1999-05-11,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
552,CVE-1999-0773,,,Overflow,1999-05-11,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
553,CVE-1999-0772,,,DoS,1999-06-01,2008-09-09,6.4,None,Remote,Low,Not required,Partial,None,Partial,Application,Compaq,Insight Management Agent
553,CVE-1999-0772,,,DoS,1999-06-01,2008-09-09,6.4,None,Remote,Low,Not required,Partial,None,Partial,Application,Compaq,Power Management
554,CVE-1999-0771,,,,1999-05-26,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Compaq,Insight Management Agent
554,CVE-1999-0771,,,,1999-05-26,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Compaq,Power Management
555,CVE-1999-0770,,,DoS,1999-07-29,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,Application,Checkpoint,Firewall-1
556,CVE-1999-0769,,,,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Caldera,Openlinux
556,CVE-1999-0769,,,,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Debian,Debian Linux
556,CVE-1999-0769,,,,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Paul Vixie,Vixie Cron
556,CVE-1999-0769,,,,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Redhat,Linux
557,CVE-1999-0768,,,Overflow,1999-08-25,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
557,CVE-1999-0768,,,Overflow,1999-08-25,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Suse,Suse Linux
558,CVE-1999-0767,,,Overflow,1999-09-08,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
558,CVE-1999-0767,,,Overflow,1999-09-08,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
559,CVE-1999-0766,16.0,,Exec Code,1999-10-21,2018-10-12,9.3,Admin,Remote,Medium,Not required,Complete,Complete,Complete,Application,Microsoft,IE
559,CVE-1999-0766,16.0,,Exec Code,1999-10-21,2018-10-12,9.3,Admin,Remote,Medium,Not required,Complete,Complete,Complete,Application,Microsoft,Java Virtual Machine
560,CVE-1999-0765,,,,1999-05-19,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SGI,Irix
561,CVE-1999-0764,,,,1999-05-01,2008-09-09,6.4,None,Remote,Low,Not required,None,Partial,Partial,OS,Netbsd,Netbsd
562,CVE-1999-0763,,,,1999-05-01,2008-09-09,6.4,None,Remote,Low,Not required,None,Partial,Partial,OS,Netbsd,Netbsd
563,CVE-1999-0762,,,,1999-05-24,2008-09-09,2.6,None,Remote,High,Not required,Partial,None,None,Application,Netscape,Communicator
563,CVE-1999-0762,,,,1999-05-24,2008-09-09,2.6,None,Remote,High,Not required,Partial,None,None,Application,Netscape,Navigator
564,CVE-1999-0759,,,Overflow,1999-09-13,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Fuseware,Fusemail
565,CVE-1999-0755,255.0,,,1999-05-27,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Microsoft,Windows 2000
565,CVE-1999-0755,255.0,,,1999-05-27,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Microsoft,Windows Nt
566,CVE-1999-0754,,,'+Priv,1999-05-11,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,ISC,INN
567,CVE-1999-0753,,,,1999-08-17,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Hughes,Msql
568,CVE-1999-0752,,,DoS Overflow,1999-07-06,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Netscape,Enterprise Server
569,CVE-1999-0751,,,Overflow,1999-09-13,2018-05-02,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Netscape,Enterprise Server
570,CVE-1999-0750,,,Exec Code,1999-09-13,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,Application,Microsoft,Hotmail
571,CVE-1999-0749,,,Overflow,1999-08-16,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,OS,Microsoft,Windows 95
571,CVE-1999-0749,,,Overflow,1999-08-16,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,OS,Microsoft,Windows 98
572,CVE-1999-0748,,,Overflow,1999-06-24,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
573,CVE-1999-0747,,,DoS,1999-08-18,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,OS,Bsdi,Bsd Os
574,CVE-1999-0746,,,DoS,1999-08-16,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Slackware,Slackware Linux
574,CVE-1999-0746,,,DoS,1999-08-16,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Suse,Suse Linux
575,CVE-1999-0745,,,Overflow,1999-08-18,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,IBM,AIX
