#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,CVE_Link
555,CVE-1999-0770,,,DoS,1999-07-29,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-0770/
556,CVE-1999-0769,,,,1999-08-25,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0769/
557,CVE-1999-0768,,,Overflow,1999-08-25,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0768/
558,CVE-1999-0767,,,Overflow,1999-09-08,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0767/
559,CVE-1999-0766,16,,Exec Code,1999-10-21,2018-10-12,9.3,Admin,Remote,Medium,Not required,Complete,Complete,Complete,/cve/CVE-1999-0766/
560,CVE-1999-0765,,,,1999-05-19,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0765/
561,CVE-1999-0764,,,,1999-05-01,2008-09-09,6.4,None,Remote,Low,Not required,None,Partial,Partial,/cve/CVE-1999-0764/
562,CVE-1999-0763,,,,1999-05-01,2008-09-09,6.4,None,Remote,Low,Not required,None,Partial,Partial,/cve/CVE-1999-0763/
563,CVE-1999-0762,,,,1999-05-24,2008-09-09,2.6,None,Remote,High,Not required,Partial,None,None,/cve/CVE-1999-0762/
564,CVE-1999-0759,,,Overflow,1999-09-13,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0759/
565,CVE-1999-0755,255,,,1999-05-27,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0755/
566,CVE-1999-0754,,,'+Priv,1999-05-11,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0754/
567,CVE-1999-0753,,,,1999-08-17,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0753/
568,CVE-1999-0752,,,DoS Overflow,1999-07-06,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0752/
569,CVE-1999-0751,,,Overflow,1999-09-13,2018-05-02,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0751/
570,CVE-1999-0750,,,Exec Code,1999-09-13,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0750/
571,CVE-1999-0749,,,Overflow,1999-08-16,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,/cve/CVE-1999-0749/
572,CVE-1999-0748,,,Overflow,1999-06-24,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0748/
573,CVE-1999-0747,,,DoS,1999-08-18,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-0747/
574,CVE-1999-0746,,,DoS,1999-08-16,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0746/
575,CVE-1999-0745,,,Overflow,1999-08-18,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0745/
576,CVE-1999-0743,,,,1999-08-20,2018-05-02,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-0743/
577,CVE-1999-0742,,,'+Priv,1999-06-22,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0742/
578,CVE-1999-0741,,,,1999-08-19,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0741/
579,CVE-1999-0740,,,DoS,1999-08-19,2008-09-09,6.4,None,Remote,Low,Not required,Partial,None,Partial,/cve/CVE-1999-0740/
580,CVE-1999-0739,,,,1999-05-07,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0739/
581,CVE-1999-0738,,,,1999-05-07,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0738/
582,CVE-1999-0737,,,,1999-05-07,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0737/
583,CVE-1999-0736,,,,1999-05-07,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0736/
584,CVE-1999-0734,,,,1999-08-19,2019-10-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0734/
585,CVE-1999-0733,,,Overflow,1999-06-26,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0733/
586,CVE-1999-0732,,,,1999-08-19,2016-09-16,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-0732/
587,CVE-1999-0731,,,,1999-06-23,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0731/
588,CVE-1999-0730,,,,1999-06-12,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0730/
589,CVE-1999-0728,264,,,1999-07-06,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,/cve/CVE-1999-0728/
590,CVE-1999-0727,,,,1999-08-06,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0727/
591,CVE-1999-0726,20,,DoS,1999-06-30,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,/cve/CVE-1999-0726/
592,CVE-1999-0725,16,,,1999-08-19,2018-10-12,7.1,None,Remote,Medium,Not required,Complete,None,None,/cve/CVE-1999-0725/
593,CVE-1999-0724,,,Overflow,1999-08-12,2008-09-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0724/
594,CVE-1999-0723,,,DoS,1999-06-23,2018-10-12,7.1,None,Remote,Medium,Not required,None,None,Complete,/cve/CVE-1999-0723/
595,CVE-1999-0722,,,,1999-08-08,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0722/
596,CVE-1999-0721,20,,DoS,1999-07-20,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,/cve/CVE-1999-0721/
597,CVE-1999-0720,,,,1999-08-23,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0720/
598,CVE-1999-0719,,,Exec Code,1999-08-05,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0719/
599,CVE-1999-0717,,,,1999-05-07,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,/cve/CVE-1999-0717/
600,CVE-1999-0716,,,Overflow,1999-05-17,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0716/
601,CVE-1999-0715,,,DoS Exec Code Overflow,1999-05-20,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0715/
602,CVE-1999-0714,,,,1999-02-15,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-0714/
603,CVE-1999-0713,,,'+Priv,1999-06-11,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0713/
604,CVE-1999-0712,,,,1999-04-27,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-0712/
605,CVE-1999-0711,,,Exec Code,1999-04-29,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0711/
606,CVE-1999-0710,,,,1999-07-25,2018-05-02,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0710/
607,CVE-1999-0708,,,Overflow +Priv,1999-09-21,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0708/
608,CVE-1999-0707,,,,1999-07-01,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0707/
609,CVE-1999-0705,,,Overflow,1999-09-01,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0705/
610,CVE-1999-0704,,,Overflow,1999-09-16,2008-09-09,9.3,Admin,Remote,Medium,Not required,Complete,Complete,Complete,/cve/CVE-1999-0704/
611,CVE-1999-0703,,,,1999-08-03,2008-09-09,3.6,None,Local,Low,Not required,None,Partial,Partial,/cve/CVE-1999-0703/
612,CVE-1999-0702,94,,,1999-09-10,2018-10-12,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0702/
613,CVE-1999-0700,119,,Overflow,1999-07-29,2018-10-12,6.2,None,Local,High,Not required,Complete,Complete,Complete,/cve/CVE-1999-0700/
614,CVE-1999-0698,,,DoS,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0698/
615,CVE-1999-0697,,,'+Priv,1999-09-09,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0697/
616,CVE-1999-0696,,,Overflow,1999-07-01,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0696/
617,CVE-1999-0694,,,DoS,1999-08-11,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-0694/
618,CVE-1999-0692,,,'+Priv,1999-07-19,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0692/
619,CVE-1999-0691,,,Overflow +Priv,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0691/
620,CVE-1999-0690,,,,1999-07-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0690/
621,CVE-1999-0689,,,Exec Code,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0689/
622,CVE-1999-0688,,,Overflow,1999-07-01,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0688/
623,CVE-1999-0687,,,Exec Code,1999-09-13,2018-10-30,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0687/
624,CVE-1999-0686,,,DoS,1999-05-07,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0686/
625,CVE-1999-0685,,,Overflow,1999-09-02,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0685/
626,CVE-1999-0684,,,DoS,1999-04-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0684/
627,CVE-1999-0683,,,DoS,1999-07-30,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0683/
628,CVE-1999-0682,,,,1999-08-06,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0682/
629,CVE-1999-0680,287,,DoS,1999-08-09,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0680/
630,CVE-1999-0679,,,Exec Code Overflow,1999-08-13,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0679/
631,CVE-1999-0678,,,,1999-01-17,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0678/
632,CVE-1999-0677,,,,1999-08-03,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0677/
633,CVE-1999-0676,,,,1999-08-09,2018-10-30,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0676/
634,CVE-1999-0675,,,DoS,1999-08-09,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0675/
635,CVE-1999-0674,,,,1999-08-09,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0674/
636,CVE-1999-0673,,,Overflow,1999-08-08,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0673/
637,CVE-1999-0672,,,Overflow,1999-08-01,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0672/
638,CVE-1999-0671,,,Overflow,1999-08-03,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0671/
639,CVE-1999-0670,,,Exec Code Overflow,1999-09-01,2018-10-12,4.0,None,Remote,High,Not required,Partial,Partial,None,/cve/CVE-1999-0670/
640,CVE-1999-0669,,,Exec Code,1999-09-01,2008-09-09,4.0,None,Remote,High,Not required,Partial,Partial,None,/cve/CVE-1999-0669/
641,CVE-1999-0668,,,Exec Code,1999-08-21,2018-10-12,5.1,None,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-0668/
642,CVE-1999-0665,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0665/
643,CVE-1999-0664,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0664/
644,CVE-1999-0663,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0663/
645,CVE-1999-0662,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0662/
646,CVE-1999-0661,,,,1999-01-01,2016-10-17,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0661/
647,CVE-1999-0657,,,,1999-01-01,2007-07-21,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0657/
648,CVE-1999-0656,16,,,1999-01-01,2017-07-10,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0656/
649,CVE-1999-0654,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0654/
650,CVE-1999-0653,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0653/
651,CVE-1999-0651,,,,1999-01-01,2005-10-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0651/
652,CVE-1999-0650,,,,1999-01-01,2017-07-10,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0650/
653,CVE-1999-0641,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0641/
654,CVE-1999-0640,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0640/
655,CVE-1999-0639,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0639/
656,CVE-1999-0638,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0638/
657,CVE-1999-0637,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0637/
658,CVE-1999-0636,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0636/
659,CVE-1999-0635,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0635/
660,CVE-1999-0632,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0632/
661,CVE-1999-0630,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0630/
662,CVE-1999-0629,,,,1999-01-01,2010-12-01,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0629/
663,CVE-1999-0625,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0625/
664,CVE-1999-0624,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0624/
665,CVE-1999-0618,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0618/
666,CVE-1999-0613,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0613/
667,CVE-1999-0611,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0611/
668,CVE-1999-0610,,,,1999-04-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0610/
669,CVE-1999-0609,,,,1999-04-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0609/
670,CVE-1999-0608,,,,1999-04-01,2017-10-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0608/
671,CVE-1999-0607,,,'+Priv,1999-04-20,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0607/
672,CVE-1999-0606,200,,'+Info,1999-04-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0606/
673,CVE-1999-0605,200,,'+Info,1999-04-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0605/
674,CVE-1999-0604,,,,1999-04-20,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0604/
675,CVE-1999-0603,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0603/
676,CVE-1999-0602,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0602/
677,CVE-1999-0601,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0601/
678,CVE-1999-0600,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0600/
679,CVE-1999-0599,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0599/
680,CVE-1999-0598,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0598/
681,CVE-1999-0597,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0597/
682,CVE-1999-0596,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0596/
683,CVE-1999-0594,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0594/
684,CVE-1999-0593,,,,1999-01-01,2017-07-10,4.9,None,Local,Low,Not required,None,None,Complete,/cve/CVE-1999-0593/
685,CVE-1999-0592,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0592/
686,CVE-1999-0591,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0591/
687,CVE-1999-0589,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0589/
688,CVE-1999-0588,,,,1999-01-01,2005-10-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0588/
689,CVE-1999-0587,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0587/
690,CVE-1999-0586,,,,1999-01-01,2014-11-04,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0586/
691,CVE-1999-0584,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0584/
692,CVE-1999-0583,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0583/
693,CVE-1999-0581,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0581/
694,CVE-1999-0580,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0580/
695,CVE-1999-0579,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0579/
696,CVE-1999-0578,,,,1999-01-01,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0578/
697,CVE-1999-0577,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0577/
698,CVE-1999-0571,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0571/
699,CVE-1999-0570,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0570/
700,CVE-1999-0569,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0569/
701,CVE-1999-0568,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0568/
702,CVE-1999-0565,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0565/
703,CVE-1999-0564,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0564/
704,CVE-1999-0561,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0561/
705,CVE-1999-0560,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0560/
706,CVE-1999-0559,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0559/
707,CVE-1999-0556,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0556/
708,CVE-1999-0555,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0555/
709,CVE-1999-0554,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0554/
710,CVE-1999-0549,,,,1999-01-01,2008-09-05,7.2,None,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0549/
711,CVE-1999-0548,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0548/
712,CVE-1999-0547,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0547/
713,CVE-1999-0539,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0539/
714,CVE-1999-0530,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0530/
715,CVE-1999-0529,,,,1999-01-01,2005-10-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0529/
716,CVE-1999-0528,,,,1999-01-01,2005-10-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0528/
717,CVE-1999-0527,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0527/
718,CVE-1999-0523,,,,1999-01-01,2010-12-01,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0523/
719,CVE-1999-0520,,,,1999-01-01,2005-10-20,6.4,None,Remote,Low,Not required,Partial,Partial,None,/cve/CVE-1999-0520/
720,CVE-1999-0515,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0515/
721,CVE-1999-0512,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0512/
722,CVE-1999-0497,,,,1999-01-01,2007-07-13,0.0,None,Remote,Low,Not required,None,None,None,/cve/CVE-1999-0497/
723,CVE-1999-0495,,,,1999-01-01,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0495/
724,CVE-1999-0493,,,,1999-06-07,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0493/
725,CVE-1999-0492,,,,1999-04-23,2005-10-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0492/
726,CVE-1999-0491,94,,Exec Code,1999-04-20,2014-12-31,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0491/
727,CVE-1999-0490,,,,1999-04-21,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0490/
728,CVE-1999-0489,,,,1999-05-17,2018-10-12,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0489/
729,CVE-1999-0488,,,,1999-04-21,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0488/
730,CVE-1999-0487,,,,1999-05-01,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,/cve/CVE-1999-0487/
731,CVE-1999-0485,,,,1999-02-19,2008-09-09,2.6,None,Remote,High,Not required,None,None,Partial,/cve/CVE-1999-0485/
732,CVE-1999-0484,,,Overflow,1999-02-23,2008-09-09,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-0484/
733,CVE-1999-0483,,,,1999-02-25,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-0483/
734,CVE-1999-0482,,,,1999-03-21,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0482/
735,CVE-1999-0481,,,DoS,1999-03-22,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0481/
736,CVE-1999-0480,,,DoS,1999-04-01,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-0480/
737,CVE-1999-0479,,,DoS,1999-03-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-0479/
738,CVE-1999-0477,,,,1999-12-25,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-0477/
739,CVE-1999-0476,,,,1999-03-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-0476/
740,CVE-1999-0475,,,,1999-04-05,2008-09-09,1.2,None,Local,High,Not required,Partial,None,None,/cve/CVE-1999-0475/
741,CVE-1999-0474,,,,1999-04-05,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0474/
742,CVE-1999-0473,,,,1999-04-07,2008-09-09,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-0473/
743,CVE-1999-0472,,,,1999-04-07,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0472/
744,CVE-1999-0471,,,,1999-04-09,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0471/
745,CVE-1999-0470,,,,1999-04-09,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-0470/
